OriginAirportCode,Month,DayofMonth,CRSDepHour,DayOfWeek,Carrier,DestAirportCode,DepDel15,WindSpeed,SeaLevelPressure,HourlyPrecip
JAX,3,25,9,5,US,CLT,0,10,30,0
SFO,3,5,7,6,OO,SLC,0,5,30,0
MKE,3,17,13,4,FL,DCA,0,9,29,0
PDX,3,14,14,1,B6,LGB,0,8,30,0
BWI,3,30,14,3,WN,DEN,0,6,30,0
DCA,3,13,14,7,DL,ATL,0,10,30,0
BNA,3,17,10,4,EV,IAH,0,7,30,0
PHL,3,15,12,2,9E,RDU,0,8,30,0
PHL,3,7,14,1,US,LAX,0,14,29,0
PHX,3,14,12,1,US,ORD,0,5,29,0
PHX,3,24,15,4,US,BOS,0,5,29,0
SDF,3,2,8,3,DL,ATL,0,0,30,0
DAL,3,22,12,2,WN,AUS,0,0,30,0
EWR,3,24,20,4,EV,MSY,0,11,29,0
LAS,3,16,19,3,UA,SFO,0,7,30,0
SFO,3,5,12,6,UA,LAX,0,0,30,0
MIA,3,21,11,1,AA,IAH,0,11,30,0
DCA,3,28,9,1,AA,DFW,0,3,30,0
ORD,3,3,8,4,YV,ATL,0,6,29,0
ORD,3,7,9,1,MQ,CMH,0,9,29,0
OKC,3,29,7,2,AA,DFW,0,15,29,0
DTW,3,11,8,5,DL,MKE,0,5,30,0
ATL,3,28,13,1,DL,MSY,0,0,30,0
SFO,3,3,14,4,UA,LAX,0,22,30,0
SAT,3,10,7,4,WN,DAL,0,0,29,0
LGA,3,23,12,3,MQ,MSP,0,16,29,0
LGA,3,18,14,5,DL,DTW,0,14,29,0
CLT,3,25,19,5,US,DCA,0,7,30,0
SNA,3,21,12,1,US,PHX,0,6,29,0
SFO,3,17,9,4,VX,PHL,0,6,30,0
BWI,3,17,7,4,FL,FLL,0,0,29,0
CMH,3,19,11,6,WN,MDW,0,5,29,0
IAD,3,28,16,1,UA,LAX,0,5,30,0
DCA,3,21,16,1,WN,HOU,0,13,30,0
SAT,3,21,13,1,DL,ATL,0,0,29,0
BNA,3,17,6,4,OO,MEM,0,6,29,0
EWR,3,22,20,2,EV,RIC,0,11,29,0
MSP,3,15,8,2,WN,MCI,0,9,29,0
FLL,3,6,16,7,UA,EWR,0,9,29,0
LAX,3,8,17,2,OO,PHX,0,11,29,0
ORD,3,30,11,3,UA,LGA,0,8,30,0
DCA,3,15,15,2,UA,IAH,1,3,30,0
PBI,3,11,10,5,B6,BDL,0,9,30,0
PHX,3,13,10,7,US,SNA,0,9,29,0
SEA,3,23,9,3,DL,JFK,0,0,30,0
IAD,3,11,7,5,AA,LAX,0,11,29,0
SAN,3,25,19,5,WN,SMF,1,7,30,0
LAS,3,26,18,6,WN,ABQ,0,7,29,0
SFO,3,28,14,1,UA,DEN,0,17,29,0
JFK,3,2,17,3,UA,SFO,0,10,29,0
SJC,3,7,19,1,WN,BUR,1,10,29,0
RDU,3,19,15,6,MQ,LGA,0,7,29,0
MSY,3,23,20,3,WN,STL,0,9,30,0
DTW,3,14,19,1,MQ,LGA,0,6,30,0
PDX,3,17,10,4,DL,SLC,0,3,30,0
MKE,3,30,17,3,EV,IAH,0,8,29,0
ORD,3,3,11,4,US,PHL,0,8,29,0
DTW,3,3,14,4,EV,PIT,1,16,29,0
SEA,3,3,17,4,AS,SJC,0,3,30,0
LAX,3,21,20,1,WN,SJC,0,6,29,0
PHX,3,31,14,4,WN,LAS,0,0,29,0
LAX,3,3,13,4,AA,DFW,1,15,29,0
BNA,3,6,8,7,WN,LAS,0,7,29,0
LAS,3,6,10,7,AS,PDX,1,5,30,0
ATL,3,8,20,2,DL,MEM,0,15,30,0
SFO,3,15,5,2,UA,DEN,0,0,30,0
ORD,3,31,14,4,UA,MCO,0,5,29,0
CLT,3,18,13,5,US,BOS,0,7,29,0
MSP,3,11,13,5,DL,LGA,1,23,29,0
ATL,3,22,7,2,EV,IAD,0,0,29,0
RSW,3,4,11,5,UA,EWR,0,9,29,0
ORD,3,27,15,7,MQ,OMA,0,10,29,0
ORD,3,7,11,1,UA,IAD,1,14,29,0
ATL,3,17,16,4,EV,DAL,1,7,29,0
STL,3,4,15,5,F9,DEN,0,16,29,0
BNA,3,6,8,7,AA,DFW,0,5,29,0
MIA,3,31,14,4,AA,ORD,0,16,30,0
LAS,3,13,11,7,US,PHX,0,17,29,0
MEM,3,22,8,2,9E,MCI,0,7,30,0
MCO,3,18,13,5,FL,MDW,0,6,29,0
OAK,3,23,19,3,WN,SEA,1,14,29,0
IAD,3,20,12,7,EV,RDU,1,14,30,0
JFK,3,19,14,6,9E,CLE,0,7,29,0
MIA,3,18,15,5,AA,BOS,0,7,29,0
JFK,3,15,14,2,DL,BOS,0,10,30,0
SEA,3,25,13,5,UA,IAH,0,0,29,0
PHL,3,19,11,6,US,PHX,0,5,29,0
LGA,3,24,17,4,UA,DEN,1,13,29,0
ORD,3,3,12,4,AA,SAN,0,9,29,0
DTW,3,1,15,2,DL,DCA,0,15,29,0
PHX,3,21,12,1,WN,SAN,0,0,29,0
OAK,3,27,11,7,WN,PHX,0,13,29,0
ORD,3,1,7,2,AA,MCO,0,15,29,0
DCA,3,9,16,3,MQ,BNA,0,15,30,0
ATL,3,17,8,4,DL,EWR,0,6,29,0
STL,3,28,8,1,DL,DTW,0,0,30,0
ORD,3,22,13,2,MQ,CMH,0,9,29,0
MSP,3,25,13,5,DL,DTW,0,18,30,0
SEA,3,15,8,2,AS,ORD,0,0,29,0
LGA,3,8,20,2,DL,ATL,0,9,30,0
SLC,3,15,17,2,DL,PHL,0,11,30,0
MDW,3,10,7,4,WN,MSP,0,0,30,0
LAS,3,14,11,1,WN,DTW,0,9,30,0
ATL,3,3,15,4,DL,BWI,0,11,30,0
PHL,3,17,9,4,US,RDU,0,5,29,0
PHX,3,23,12,3,US,EWR,0,7,29,0
LAX,3,14,7,1,VX,JFK,0,5,30,0
LAS,3,15,14,2,WN,OMA,1,11,29,0
MEM,3,31,7,4,EV,PHL,1,23,29,0
LAX,3,9,12,3,US,PHX,1,17,29,0
MSY,3,27,19,7,DL,LGA,1,5,30,0
CMH,3,6,14,7,EV,IAH,0,16,29,0
MSP,3,20,9,7,OO,IAH,0,7,29,0
BOS,3,23,7,3,UA,IAH,0,3,29,0
ABQ,3,27,15,7,YV,PHX,0,10,29,0
IAD,3,12,9,6,UA,DEN,0,7,30,0
MDW,3,10,19,4,WN,PHX,1,8,30,0
LGA,3,16,18,3,EV,PIT,1,5,29,0
HOU,3,25,19,5,WN,EWR,0,6,30,0
ORD,3,27,6,7,US,PHL,0,3,30,0
EWR,3,17,6,4,EV,RDU,0,6,29,0
BWI,3,10,11,4,FL,BOS,0,5,30,0
LAS,3,13,11,7,DL,MSP,0,17,29,0
EWR,3,5,16,6,UA,BOS,0,5,30,0
IAD,3,20,9,7,UA,SFO,0,8,30,0
CLT,3,12,12,6,US,RDU,0,3,30,0
IAH,3,23,8,3,UA,LAX,0,3,30,0
SAN,3,20,15,7,UA,IAH,0,10,29,0
MDW,3,11,11,5,WN,MCI,0,8,30,0
SFO,3,26,8,6,UA,EWR,0,5,30,0
ATL,3,15,11,2,DL,TUS,0,9,30,0
PHX,3,15,14,2,WN,SNA,1,10,29,0
RDU,3,29,7,2,MQ,DCA,0,0,29,0
MSP,3,10,11,4,DL,SLC,0,11,29,0
PDX,3,14,5,1,AA,DFW,0,3,30,0
ORD,3,28,19,1,UA,BWI,0,14,29,0
PDX,3,15,21,2,UA,EWR,0,0,30,0
MKE,3,13,16,7,WN,LAS,0,8,30,0
PHL,3,28,18,1,US,DEN,0,7,30,0
MCO,3,12,20,6,DL,ATL,0,6,30,0
IAD,3,10,6,4,DL,ATL,0,11,30,0
MCO,3,20,12,7,FL,RIC,0,6,29,0
PHX,3,14,8,1,US,DFW,0,6,29,0
ORD,3,22,13,2,AA,DFW,0,9,29,0
DAL,3,25,20,5,WN,ABQ,0,13,30,0
ATL,3,26,10,6,FL,MSP,0,3,30,0
JAX,3,22,18,2,B6,BOS,0,7,29,0
SJC,3,28,16,1,WN,SNA,0,14,29,0
DTW,3,6,10,7,EV,BNA,0,8,29,0
MDW,3,17,13,4,WN,BDL,0,14,29,0
SFO,3,15,13,2,F9,DEN,0,0,29,0
IND,3,16,14,3,FL,ATL,0,11,29,0
LAX,3,10,10,4,WN,HOU,0,3,30,0
OGG,3,18,12,5,UA,SFO,0,7,29,0
SEA,3,12,7,6,WN,SMF,0,0,29,0
DTW,3,28,10,1,DL,FLL,0,9,30,0
RDU,3,28,18,1,MQ,DCA,0,0,30,0
BDL,3,17,6,4,WN,MDW,0,6,29,0
RDU,3,3,15,4,US,PHL,0,6,30,0
RDU,3,24,6,4,EV,BOS,0,0,30,0
JFK,3,23,18,3,DL,DTW,0,11,29,0
LAS,3,13,17,7,UA,SFO,1,9,29,0
MCO,3,4,11,5,UA,ORD,0,5,30,0
STL,3,3,13,4,DL,ATL,0,13,29,0
LAX,3,15,12,2,VX,EWR,0,7,29,0
STL,3,11,18,5,WN,BOS,1,10,29,0
SFO,3,23,12,3,OO,ONT,1,3,29,0
MDW,3,2,13,3,WN,TPA,0,11,30,0
MSP,3,28,6,1,WN,MDW,0,8,30,0
LAX,3,13,10,7,WN,SJC,0,0,29,0
ORD,3,21,7,1,AA,AUS,0,13,29,0
PDX,3,1,6,2,WN,OAK,0,3,30,0
IAD,3,5,16,6,EV,CLT,0,6,30,0
HOU,3,11,14,5,WN,ABQ,1,8,29,0
MSP,3,2,9,3,DL,SLC,0,7,30,0
CLT,3,2,16,3,US,ORD,0,0,30,0
SJU,3,18,11,5,AA,JFK,0,0,29,0
LAS,3,21,11,1,WN,DTW,0,0,29,0
BOS,3,10,6,4,B6,EWR,0,5,30,0
RDU,3,9,18,3,DL,ATL,0,10,30,0
JFK,3,12,10,6,US,PHX,0,9,30,0
RSW,3,25,11,5,FL,ATL,0,13,30,0
STL,3,29,12,2,YV,CLT,1,11,30,0
ATL,3,26,13,6,AA,DFW,0,8,30,0
MSP,3,6,19,7,DL,DTW,0,11,29,0
OMA,3,13,11,7,AA,DFW,0,7,30,0
ORD,3,14,21,1,AA,DCA,0,6,30,0
IND,3,6,9,7,EV,IAH,0,10,29,0
DTW,3,16,7,3,DL,ATL,0,9,29,0
SFO,3,20,7,7,VX,DFW,0,7,29,0
ORD,3,4,9,5,UA,LGA,0,7,29,0
LAX,3,8,7,2,DL,DTW,0,0,29,0
OKC,3,25,14,5,WN,DEN,0,11,30,0
LAS,3,26,13,6,OO,LAX,0,0,30,0
EWR,3,27,11,7,EV,DTW,0,14,29,0
SFO,3,14,13,1,US,CLT,1,5,30,0
PIT,3,6,19,7,EV,DTW,0,7,29,0
ATL,3,22,21,2,DL,SLC,0,6,29,0
BWI,3,7,9,1,WN,PHX,0,11,29,0
PHX,3,14,17,1,WN,SFO,1,8,29,0
DTW,3,17,13,4,DL,ATL,0,8,29,0
MIA,3,9,8,3,MQ,PIT,0,6,29,0
ATL,3,6,18,7,DL,DCA,0,9,29,0
DCA,3,24,17,4,UA,IAH,0,10,30,0
BOS,3,19,19,6,B6,PBI,0,9,29,0
IAH,3,25,20,5,EV,MEM,1,6,30,0
DTW,3,31,11,4,AA,DFW,0,29,29,0
SAN,3,21,7,1,AS,OGG,0,0,29,0
SEA,3,6,14,7,AS,ONT,0,6,29,0
LGA,3,1,14,2,DL,MSP,0,3,29,0
DTW,3,3,19,4,DL,SAN,0,0,29,0
TUS,3,30,15,3,YV,PHX,0,11,29,0
BWI,3,15,18,2,FL,TPA,1,0,30,0
OKC,3,16,12,3,OO,IAH,0,11,30,0
SFO,3,8,17,2,US,PHX,0,16,29,0
OKC,3,7,18,1,F9,DEN,1,6,30,0
SJU,3,23,18,3,B6,DCA,1,10,29,0
LAX,3,21,16,1,DL,SLC,0,11,29,0
MCO,3,31,12,4,UA,EWR,0,8,30,0
BWI,3,26,18,6,WN,DTW,1,3,29,0
LAS,3,21,9,1,US,CLT,1,5,30,0
AUS,3,16,13,3,AA,DFW,0,11,29,0
MEM,3,15,7,2,EV,PHL,0,8,30,0
JFK,3,26,11,6,MQ,DCA,0,11,30,0
CLT,3,12,19,6,US,RSW,0,5,30,0
LGA,3,19,7,6,9E,PIT,0,0,29,0
SMF,3,6,22,7,DL,ATL,1,0,29,0
SAN,3,12,6,6,OO,LAX,0,5,29,0
PHX,3,7,14,1,WN,LAS,0,0,29,0
BWI,3,19,6,6,FL,FLL,0,0,29,0
ATL,3,13,21,7,DL,MSY,0,0,30,0
MIA,3,14,22,1,AA,ATL,1,3,29,0
PIT,3,6,15,7,UA,ORD,0,11,29,0
MIA,3,11,16,5,MQ,CLT,0,10,29,0
DCA,3,17,7,4,B6,MCO,0,6,29,0
OGG,3,27,12,7,HA,HNL,0,8,30,0
ORF,3,17,10,4,EV,IAD,0,9,29,0
JFK,3,24,17,4,AA,LAS,0,17,29,0
MKE,3,17,16,4,YV,CLT,0,11,29,0
SEA,3,22,7,2,WN,SMF,0,6,29,0
SAT,3,31,6,4,EV,MSP,0,7,29,0
DCA,3,7,14,1,DL,ATL,0,15,29,0
MSP,3,20,17,7,DL,SEA,0,14,29,0
PHX,3,17,13,4,US,LAX,0,3,29,0
PDX,3,18,12,5,AS,OGG,0,8,30,0
MSY,3,24,18,4,WN,DEN,1,3,30,0
ABQ,3,18,8,5,WN,SAN,0,3,30,0
SFO,3,7,19,1,UA,SEA,0,16,29,0
ATL,3,25,16,5,EV,DAL,0,11,30,0
CLT,3,9,16,3,YV,IAD,0,7,30,0
EWR,3,25,17,5,UA,MCO,0,9,30,0
OKC,3,20,8,7,WN,DEN,0,8,29,0
SJU,3,18,12,5,B6,MCO,0,0,29,0
SMF,3,3,20,4,WN,LAX,0,25,29,0
ABQ,3,15,14,2,WN,DEN,0,16,29,0
HOU,3,8,12,2,WN,EWR,0,3,30,0
PIT,3,2,9,3,DL,ATL,0,6,30,0
FLL,3,13,10,7,WN,SJU,0,7,30,0
LAX,3,23,6,3,WN,SJC,0,3,29,0
DCA,3,16,18,3,B6,BOS,0,8,29,0
SJC,3,27,14,7,UA,DEN,0,15,29,0
ATL,3,9,21,3,DL,DTW,1,0,30,0
JFK,3,14,9,1,DL,SFO,0,9,30,0
LAX,3,24,6,4,AS,SEA,0,6,29,0
BOS,3,7,12,1,WN,BWI,1,14,29,0
DTW,3,10,12,4,MQ,ORD,0,3,30,0
CLT,3,19,7,6,US,MCO,0,0,29,0
ORD,3,28,20,1,MQ,CMH,0,14,30,0
CLT,3,3,7,4,US,DCA,1,0,30,0
SFO,3,9,12,3,AA,MIA,0,5,29,0
SJU,3,10,16,4,B6,EWR,1,10,29,0
DTW,3,12,10,6,DL,PHL,0,0,29,0
SAT,3,14,12,1,AA,DFW,0,10,29,0
DTW,3,18,15,5,DL,SEA,1,17,29,0
MSP,3,14,12,1,EV,CLE,0,13,30,0
LAS,3,20,12,7,AS,SEA,0,3,29,0
ORD,3,8,18,2,DL,ATL,1,9,30,0
MDW,3,26,15,6,WN,OAK,1,17,29,0
BUR,3,26,10,6,WN,OAK,0,0,30,0
LGA,3,11,9,5,UA,ORD,0,22,30,0
ORD,3,19,16,6,UA,IAD,0,11,29,0
LAX,3,2,12,3,AS,SEA,0,8,29,0
ABQ,3,18,11,5,WN,DAL,0,10,29,0
JFK,3,20,14,7,MQ,CLE,0,16,29,0
BNA,3,3,8,4,WN,SAN,0,3,30,0
ATL,3,31,17,4,DL,JFK,0,9,29,0
SLC,3,21,9,1,DL,DCA,0,7,30,0
MSP,3,25,14,5,DL,MSY,0,14,29,0
MSP,3,9,11,3,DL,OMA,0,11,30,0
SFO,3,17,8,4,VX,DCA,1,0,30,0
LAX,3,2,11,3,VX,LAS,0,5,29,0
EWR,3,16,8,3,B6,RSW,0,6,29,0
ORD,3,12,7,6,YV,ORF,0,8,29,0
LGB,3,28,15,1,B6,SFO,0,10,29,0
ABQ,3,24,10,4,WN,PHX,0,6,30,0
BNA,3,16,17,3,WN,MDW,0,10,29,0
RIC,3,13,12,7,DL,ATL,0,11,30,0
DTW,3,31,8,4,DL,ORD,0,13,29,0
PHX,3,8,7,2,WN,STL,0,7,29,0
ORD,3,29,9,2,AA,SAN,0,8,30,0
BWI,3,17,7,4,FL,MCO,0,0,29,0
ORD,3,12,14,6,DL,DTW,0,7,29,0
DCA,3,28,11,1,US,BOS,0,0,30,0
EWR,3,30,6,3,WN,HOU,0,5,30,0
MIA,3,1,9,2,DL,ATL,0,14,30,0
TUS,3,13,10,7,YV,PHX,0,0,29,0
BWI,3,7,15,1,WN,PVD,1,6,29,0
SLC,3,10,11,4,DL,RNO,0,11,29,0
SJU,3,14,12,1,WN,TPA,0,10,29,0
FLL,3,15,18,2,WN,SJU,0,9,29,0
IAH,3,30,12,3,US,CLT,0,11,29,0
OKC,3,11,7,5,WN,PHX,0,18,29,0
ATL,3,18,11,5,WN,MCO,1,5,30,0
ANC,3,25,21,5,AS,SEA,0,3,30,0
EWR,3,31,15,4,EV,CLT,1,0,29,0
SFO,3,2,9,3,OO,SMF,0,10,30,0
IAD,3,26,12,6,UA,MCO,0,18,30,0
SAN,3,28,10,1,WN,PHX,1,9,29,0
EWR,3,12,6,6,WN,MDW,0,10,30,0
ORD,3,4,5,5,UA,IAH,0,8,29,0
SFO,3,19,11,6,WN,SAN,0,3,30,0
ATL,3,2,7,3,WN,BWI,0,5,30,0
ORD,3,24,16,4,UA,LAS,1,13,30,0
BDL,3,9,6,3,EV,DTW,0,6,30,0
JFK,3,28,13,1,B6,BUF,1,16,30,0
PHX,3,2,23,3,UA,EWR,0,5,29,0
DCA,3,11,17,5,AA,LAX,0,9,29,0
RSW,3,6,7,7,DL,ATL,0,0,29,0
IND,3,7,6,1,MQ,MIA,0,21,29,0
IAH,3,12,9,6,UA,SEA,0,7,30,0
JFK,3,19,15,6,AA,SJU,0,7,29,0
DCA,3,15,7,2,US,BOS,1,5,29,0
EWR,3,10,6,4,WN,MDW,0,13,30,0
PBI,3,12,6,6,FL,ATL,0,3,29,0
DTW,3,5,15,6,OO,ORD,0,10,29,0
PHX,3,17,12,4,US,JFK,1,3,29,0
PHX,3,30,15,3,AS,SEA,0,8,29,0
SEA,3,8,10,2,AS,IAH,0,6,29,0
ATL,3,9,22,3,DL,CVG,0,0,30,0
IAH,3,7,16,1,DL,ATL,0,9,30,0
PHX,3,16,16,3,US,SJC,0,6,29,0
SAN,3,18,6,5,UA,ORD,0,0,29,0
PHX,3,3,18,4,DL,SLC,0,13,29,0
MSP,3,22,13,2,DL,ORD,0,7,29,0
BOS,3,31,14,4,B6,RSW,0,13,30,0
ATL,3,5,22,6,FL,HOU,0,5,30,0
OAK,3,24,12,4,WN,SNA,0,10,30,0
PBI,3,12,7,6,DL,ATL,0,0,30,0
LAX,3,26,8,6,OO,SAT,0,0,30,0
LGA,3,7,9,1,DL,MIA,0,11,29,0
EWR,3,24,9,4,UA,ORD,0,13,29,0
ATL,3,10,7,4,DL,BWI,0,0,30,0
MCO,3,27,19,7,US,CLT,0,8,30,0
MDW,3,11,20,5,WN,LAS,1,6,29,0
PHL,3,10,11,4,US,CLT,0,17,29,0
SNA,3,31,8,4,WN,SFO,0,5,30,0
MDW,3,6,19,7,WN,OAK,1,9,29,0
BNA,3,5,15,6,WN,MSY,1,11,29,0
DTW,3,24,8,4,DL,PBI,0,5,30,0
BNA,3,12,6,6,EV,IAH,0,0,29,0
LGA,3,21,6,1,DL,MSP,0,0,30,0
BNA,3,11,6,5,WN,BWI,0,0,29,0
BWI,3,20,10,7,WN,BUF,0,13,30,0
DTW,3,15,20,2,DL,PIT,0,13,29,0
STL,3,21,7,1,WN,DEN,1,7,29,0
OGG,3,2,12,3,UA,SFO,0,16,29,0
SEA,3,13,8,7,AS,DCA,0,8,29,0
CLT,3,1,11,2,YV,OMA,0,6,30,0
ATL,3,6,20,7,DL,RDU,1,0,29,0
LAX,3,5,17,6,DL,SEA,0,13,30,0
SEA,3,22,7,2,WN,MCI,0,6,29,0
CLT,3,3,16,4,US,ATL,0,6,30,0
IAD,3,10,17,4,EV,SDF,1,11,30,0
BOS,3,25,15,5,B6,DCA,0,10,30,0
SJC,3,29,9,2,OO,LAX,0,3,29,0
ATL,3,24,10,4,DL,MDW,0,3,30,0
OGG,3,7,12,1,UA,LAX,1,17,30,0
DTW,3,2,19,3,EV,RIC,0,0,30,0
IAH,3,22,23,2,EV,SAT,0,0,30,0
EWR,3,6,8,7,UA,LAX,0,6,29,0
SAN,3,4,20,5,MQ,LAX,0,0,30,0
SFO,3,9,8,3,VX,DCA,0,8,29,0
OMA,3,28,19,1,MQ,ORD,0,10,30,0
IAH,3,30,13,3,UA,EWR,0,17,29,0
FLL,3,30,7,3,DL,LGA,0,9,30,0
MDW,3,1,12,2,FL,ATL,0,16,29,0
IAH,3,23,14,3,UA,DCA,0,6,30,0
BNA,3,18,10,5,OO,MSP,0,0,29,0
SAT,3,3,8,4,WN,DAL,0,8,29,0
MKE,3,3,9,4,WN,LGA,0,0,29,0
STL,3,7,7,1,WN,LGA,0,9,30,0
JFK,3,14,8,1,DL,MIA,0,6,30,0
MIA,3,3,7,4,MQ,ATL,0,0,29,0
PDX,3,2,19,3,F9,DEN,0,0,30,0
RDU,3,7,7,1,DL,LAX,1,10,29,0
BWI,3,26,10,6,FL,FLL,0,7,30,0
PHX,3,30,11,3,AA,ORD,1,8,29,0
ORD,3,1,16,2,UA,EWR,1,17,29,0
DTW,3,25,7,5,MQ,ORD,1,7,30,0
MIA,3,14,8,1,AA,MCO,0,3,29,0
PHX,3,30,20,3,US,LAS,0,3,29,0
DTW,3,31,12,4,WN,PHX,0,22,29,0
LAX,3,17,10,4,UA,EWR,0,3,30,0
MDW,3,17,12,4,WN,SDF,0,17,29,0
LGA,3,7,8,1,US,CLT,1,20,29,0
OAK,3,31,9,4,HA,HNL,0,3,30,0
HOU,3,3,13,4,WN,LAX,0,14,29,0
RDU,3,11,10,5,MQ,DCA,1,0,29,0
STL,3,17,10,4,OO,IAH,0,3,29,0
MSY,3,2,9,3,WN,BWI,0,3,29,0
PDX,3,27,11,7,DL,DTW,0,0,29,0
IAH,3,22,12,2,EV,CMH,0,9,29,0
RNO,3,7,5,1,UA,DEN,0,0,30,0
LAX,3,7,11,1,OO,OAK,1,9,29,0
LGA,3,18,20,5,US,DCA,1,14,29,0
SFO,3,5,6,6,DL,ATL,0,5,30,0
ATL,3,17,8,4,DL,LGA,0,6,29,0
ORD,3,15,20,2,EV,MCI,1,13,29,0
CLT,3,10,8,4,AA,DFW,0,7,30,0
IND,3,31,6,4,YV,IAD,0,21,29,0
SFO,3,1,16,2,UA,JFK,0,15,29,0
DAL,3,18,9,5,WN,MSY,0,7,30,0
PDX,3,26,14,6,B6,LGB,0,5,29,0
BOS,3,18,19,5,WN,BWI,0,5,29,0
SFO,3,21,15,1,OO,RNO,1,18,29,0
CLE,3,30,8,3,US,CLT,0,6,30,0
SFO,3,22,20,2,UA,LAX,0,13,29,0
SAN,3,21,20,1,UA,SFO,1,3,29,0
MCO,3,14,12,1,WN,DEN,0,11,30,0
AUS,3,1,6,2,AA,DFW,0,3,29,0
SLC,3,4,19,5,WN,OAK,1,5,30,0
LAX,3,16,10,3,WN,OAK,1,0,30,0
SDF,3,9,14,3,MQ,MIA,0,3,30,0
PHX,3,7,20,1,US,LAX,0,0,29,0
TPA,3,12,16,6,AA,DFW,0,10,29,0
JFK,3,29,17,2,UA,LAX,0,3,30,0
BNA,3,1,16,2,MQ,MIA,0,7,30,0
IAD,3,2,16,3,EV,PIT,0,6,30,0
IAD,3,5,8,6,EV,CLT,0,0,30,0
SEA,3,16,18,3,AS,LAS,0,3,29,0
OMA,3,20,7,7,WN,LAS,0,6,29,0
RDU,3,5,16,6,9E,JFK,0,7,30,0
LAX,3,21,23,1,VX,EWR,0,5,29,0
LAX,3,1,23,2,FL,ATL,0,6,29,0
LAX,3,17,23,4,DL,JFK,0,0,29,0
PIT,3,17,17,4,UA,IAH,0,10,29,0
PHX,3,27,6,7,AA,ORD,0,6,29,0
STL,3,29,20,2,WN,MDW,0,7,29,0
IAH,3,16,13,3,EV,OKC,0,6,29,0
PHL,3,10,12,4,YV,ORD,1,14,29,0
SLC,3,22,7,2,DL,ATL,0,7,30,0
ATL,3,6,18,7,WN,SDF,0,9,29,0
SJU,3,21,12,1,B6,TPA,1,13,29,0
BOS,3,17,8,4,FL,BWI,0,10,29,0
BDL,3,18,14,5,MQ,ORD,0,10,29,0
SMF,3,27,14,7,OO,LAX,0,24,29,0
DTW,3,12,6,6,AA,DFW,0,3,29,0
JFK,3,6,16,7,US,PHX,0,11,30,0
FLL,3,16,17,3,US,CLT,0,10,29,0
SLC,3,10,8,4,OO,SNA,0,9,29,0
SLC,3,3,15,4,OO,ONT,0,20,29,0
SAN,3,6,17,7,VX,SFO,0,7,29,0
MSY,3,6,17,7,WN,DAL,1,13,29,0
BNA,3,30,14,3,WN,ORF,0,15,30,0
TPA,3,18,10,5,US,CLT,0,6,30,0
PDX,3,31,9,4,AS,DCA,0,8,30,0
LGA,3,6,19,7,MQ,ATL,0,9,30,0
ORD,3,12,16,6,MQ,RIC,0,8,30,0
HOU,3,14,18,1,B6,BOS,1,7,29,0
LAS,3,30,14,3,WN,BUR,0,3,29,0
DCA,3,7,11,1,US,LGA,0,25,29,0
ORD,3,18,14,5,MQ,CLT,0,11,29,0
SAN,3,13,6,7,F9,DEN,0,0,29,0
ABQ,3,6,13,7,WN,HOU,0,8,30,0
MIA,3,13,14,7,AA,MCO,0,9,30,0
IAD,3,13,8,7,UA,IAH,0,7,29,0
CLT,3,21,9,1,EV,DTW,0,5,30,0
PDX,3,14,13,1,WN,SJC,0,8,30,0
SJC,3,14,7,1,AA,ORD,0,0,30,0
BOS,3,2,6,3,AA,ORD,0,9,29,0
HOU,3,11,6,5,WN,LAS,0,3,29,0
MSP,3,16,14,3,FL,ATL,0,7,29,0
LAX,3,5,8,6,AA,MIA,0,5,30,0
MIA,3,14,7,1,DL,JFK,0,0,29,0
MIA,3,8,13,2,AA,ORD,0,3,29,0
DTW,3,14,8,1,DL,TPA,0,6,30,0
ATL,3,14,12,1,DL,RDU,0,16,29,0
MDW,3,17,8,4,WN,OMA,0,7,29,0
PHX,3,17,22,4,US,SEA,0,0,29,0
BDL,3,7,11,1,WN,BWI,0,5,29,0
SFO,3,3,19,4,UA,SEA,0,11,29,0
IAH,3,30,15,3,UA,TPA,1,11,29,0
LAX,3,3,15,4,WN,SFO,0,11,29,0
DAL,3,14,6,1,WN,AUS,0,9,29,0
MDW,3,7,7,1,WN,MSP,1,13,29,0
ORD,3,2,13,3,UA,LGA,0,10,30,0
MSY,3,28,16,1,WN,TPA,1,9,30,0
IAH,3,7,19,1,UA,LAX,0,0,30,0
MDW,3,1,18,2,WN,LAX,0,7,29,0
ATL,3,1,13,2,DL,DEN,1,5,30,0
AUS,3,9,12,3,WN,DAL,0,9,30,0
CLE,3,22,16,2,MQ,LGA,0,11,29,0
MSY,3,24,17,4,WN,BNA,0,3,30,0
PIT,3,28,6,1,MQ,MIA,0,0,30,0
IAD,3,21,8,1,UA,SFO,0,0,30,0
MSY,3,14,6,1,WN,DAL,0,8,30,0
MIA,3,13,8,7,UA,IAH,0,5,30,0
IAH,3,20,12,7,EV,CLT,0,0,30,0
SAN,3,28,10,1,F9,DEN,0,3,29,0
RIC,3,22,16,2,DL,ATL,0,6,29,0
LAX,3,18,11,5,OO,SAN,0,7,30,0
LAX,3,11,19,5,OO,SMF,0,11,29,0
FLL,3,19,19,6,B6,RIC,0,9,29,0
PIT,3,23,9,3,WN,MDW,0,3,29,0
LGA,3,11,17,5,DL,ATL,1,14,30,0
MEM,3,8,16,2,9E,CVG,0,8,30,0
